step,samples,episode,epoch,loss,grad_norm,learning_rate,update_s,data_s,samples_per_s,memory_gb
13880,27760,44,0.55,0.111,5.034,1.5e-05,0.443,0.002,4,34.87
13890,27780,44,0.55,0.164,5.931,1.5e-05,0.463,0.002,4,34.87
13900,27800,44,0.55,0.074,3.488,1.5e-05,0.441,0.002,5,34.87
13910,27820,44,0.55,0.082,4.003,1.5e-05,0.445,0.002,4,34.87
13920,27840,44,0.55,0.087,3.966,1.5e-05,0.445,0.002,4,34.87
13930,27860,44,0.55,0.197,5.831,1.5e-05,0.459,0.002,4,34.87
13940,27880,44,0.55,0.089,3.949,1.5e-05,0.446,0.002,4,34.87
13950,27900,44,0.55,0.207,7.847,1.5e-05,0.441,0.002,5,34.87
13960,27920,44,0.55,0.093,4.406,1.5e-05,0.465,0.002,4,34.87
13970,27940,44,0.55,0.147,5.389,1.5e-05,0.449,0.002,4,34.87
13980,27960,44,0.55,0.102,4.294,1.5e-05,0.444,0.002,4,34.87
13990,27980,44,0.55,0.113,5.215,1.5e-05,0.450,0.002,4,34.87
14000,28000,44,0.55,0.102,4.367,1.5e-05,0.461,0.002,4,34.87
14010,28020,44,0.55,0.107,4.881,1.5e-05,0.445,0.002,4,34.87
14020,28040,44,0.55,0.130,5.422,1.5e-05,0.450,0.002,4,34.87
14030,28060,44,0.55,0.121,4.536,1.5e-05,0.468,0.002,4,34.87
14040,28080,44,0.55,0.103,4.506,1.5e-05,0.448,0.002,4,34.87
14050,28100,44,0.56,0.105,3.807,1.5e-05,0.447,0.002,4,34.87
14060,28120,44,0.56,0.072,3.409,1.5e-05,0.452,0.002,4,34.87
14070,28140,44,0.56,0.129,4.627,1.5e-05,0.456,0.002,4,34.87
14080,28160,45,0.56,0.064,3.433,1.5e-05,0.444,0.002,4,34.87
14090,28180,45,0.56,0.087,3.256,1.5e-05,0.439,0.002,5,34.87
14100,28200,45,0.56,0.120,5.296,1.5e-05,0.450,0.002,4,34.87
14110,28220,45,0.56,0.095,4.113,1.5e-05,0.434,0.002,5,34.87
14120,28240,45,0.56,0.109,4.267,1.5e-05,0.429,0.002,5,34.87
14130,28260,45,0.56,0.112,4.461,1.5e-05,0.445,0.002,4,34.87
14140,28280,45,0.56,0.129,4.930,1.5e-05,0.462,0.002,4,34.87
14150,28300,45,0.56,0.116,4.419,1.5e-05,0.459,0.002,4,34.87
14160,28320,45,0.56,0.134,5.248,1.5e-05,0.446,0.002,4,34.87
14170,28340,45,0.56,0.182,6.143,1.5e-05,0.462,0.002,4,34.87
14180,28360,45,0.56,0.068,3.732,1.5e-05,0.441,0.002,5,34.87
14190,28380,45,0.56,0.094,4.366,1.5e-05,0.448,0.002,4,34.87
14200,28400,45,0.56,0.140,5.468,1.5e-05,0.441,0.002,5,34.87
14210,28420,45,0.56,0.193,6.429,1.5e-05,0.463,0.002,4,34.87
14220,28440,45,0.56,0.075,3.634,1.5e-05,0.443,0.002,4,34.87
14230,28460,45,0.56,0.106,5.346,1.5e-05,0.439,0.002,5,34.87
14240,28480,45,0.56,0.106,4.085,1.5e-05,0.448,0.002,4,34.87
14250,28500,45,0.56,0.089,3.466,1.5e-05,0.458,0.002,4,34.87
14260,28520,45,0.56,0.090,3.933,1.5e-05,0.441,0.002,5,34.87
14270,28540,45,0.56,0.195,7.961,1.5e-05,0.445,0.002,4,34.87
14280,28560,45,0.56,0.091,3.575,1.5e-05,0.456,0.002,4,34.87
14290,28580,45,0.56,0.090,4.269,1.5e-05,0.436,0.002,5,34.87
14300,28600,45,0.57,0.151,5.565,1.5e-05,0.441,0.002,5,34.87
14310,28620,45,0.57,0.099,4.327,1.5e-05,0.435,0.002,5,34.87
14320,28640,45,0.57,0.116,4.602,1.5e-05,0.453,0.002,4,34.87
14330,28660,45,0.57,0.095,3.706,1.5e-05,0.432,0.002,5,34.87
14340,28680,45,0.57,0.139,5.083,1.5e-05,0.434,0.002,5,34.87
14350,28700,45,0.57,0.098,4.568,1.5e-05,0.459,0.002,4,34.87
14360,28720,45,0.57,0.074,3.786,1.5e-05,0.446,0.002,4,34.87
14370,28740,45,0.57,0.113,5.876,1.4e-05,0.438,0.002,5,34.87
14380,28760,45,0.57,0.147,4.459,1.4e-05,0.437,0.002,5,34.87
14390,28780,46,0.57,0.087,3.690,1.4e-05,0.459,0.002,4,34.87
14400,28800,46,0.57,0.169,9.291,1.4e-05,0.437,0.002,5,34.87
14410,28820,46,0.57,0.112,4.327,1.4e-05,0.437,0.002,5,34.87
14420,28840,46,0.57,0.137,5.646,1.4e-05,0.464,0.002,4,34.87
14430,28860,46,0.57,0.131,5.351,1.4e-05,0.441,0.002,5,34.87
14440,28880,46,0.57,0.090,3.568,1.4e-05,0.443,0.002,4,34.87
14450,28900,46,0.57,0.144,5.875,1.4e-05,0.442,0.002,5,34.87
14460,28920,46,0.57,0.171,5.798,1.4e-05,0.457,0.002,4,34.87
14470,28940,46,0.57,0.114,4.486,1.4e-05,0.439,0.002,5,34.87
14480,28960,46,0.57,0.119,4.616,1.4e-05,0.444,0.002,4,34.87
14490,28980,46,0.57,0.104,4.094,1.4e-05,0.459,0.002,4,34.87
14500,29000,46,0.57,0.153,5.152,1.4e-05,0.443,0.002,4,34.87
14510,29020,46,0.57,0.131,5.082,1.4e-05,0.443,0.002,4,34.87
14520,29040,46,0.57,0.090,3.952,1.4e-05,0.442,0.002,5,34.87
14530,29060,46,0.57,0.076,3.267,1.4e-05,0.455,0.002,4,34.87
14540,29080,46,0.57,0.101,3.830,1.4e-05,0.441,0.002,5,34.87
14550,29100,46,0.58,0.130,5.510,1.4e-05,0.441,0.002,5,34.87
14560,29120,46,0.58,0.118,4.947,1.4e-05,0.456,0.002,4,34.87
14570,29140,46,0.58,0.087,3.947,1.4e-05,0.442,0.002,5,34.87
14580,29160,46,0.58,0.133,4.496,1.4e-05,0.440,0.002,5,34.87
14590,29180,46,0.58,0.088,3.776,1.4e-05,0.441,0.002,5,34.87
14600,29200,46,0.58,0.202,6.857,1.4e-05,0.465,0.002,4,34.87
14610,29220,46,0.58,0.127,4.987,1.4e-05,0.443,0.002,4,34.87
14620,29240,46,0.58,0.108,3.681,1.4e-05,0.435,0.002,5,34.87
14630,29260,46,0.58,0.091,3.865,1.4e-05,0.446,0.002,4,34.87
14640,29280,46,0.58,0.173,6.355,1.4e-05,0.453,0.002,4,34.87
14650,29300,46,0.58,0.149,4.963,1.4e-05,0.438,0.002,5,34.87
14660,29320,46,0.58,0.080,3.467,1.4e-05,0.445,0.002,4,34.87
14670,29340,46,0.58,0.088,3.542,1.4e-05,0.460,0.002,4,34.87
14680,29360,46,0.58,0.074,3.330,1.4e-05,0.440,0.002,5,34.87
14690,29380,46,0.58,0.116,4.257,1.4e-05,0.442,0.002,4,34.87
14700,29400,46,0.58,0.101,4.050,1.4e-05,0.437,0.002,5,34.87
14710,29420,47,0.58,0.078,3.628,1.4e-05,0.457,0.002,4,34.87
14720,29440,47,0.58,0.097,4.562,1.4e-05,0.437,0.002,5,34.87
14730,29460,47,0.58,0.087,4.283,1.4e-05,0.437,0.002,5,34.87
14740,29480,47,0.58,0.101,4.947,1.4e-05,0.462,0.002,4,34.87
14750,29500,47,0.58,0.123,4.753,1.4e-05,0.437,0.002,5,34.87
14760,29520,47,0.58,0.083,3.824,1.4e-05,0.436,0.002,5,34.87
14770,29540,47,0.58,0.095,4.430,1.4e-05,0.437,0.002,5,34.87
14780,29560,47,0.58,0.117,4.772,1.4e-05,0.458,0.002,4,34.87
14790,29580,47,0.58,0.113,5.230,1.4e-05,0.442,0.002,5,34.87
14800,29600,47,0.59,0.076,3.216,1.4e-05,0.434,0.002,5,34.87
14810,29620,47,0.59,0.096,4.185,1.4e-05,0.456,0.002,4,34.87
14820,29640,47,0.59,0.090,3.830,1.4e-05,0.438,0.002,5,34.87
14830,29660,47,0.59,0.080,3.760,1.4e-05,0.445,0.002,4,34.87
14840,29680,47,0.59,0.101,4.567,1.4e-05,0.438,0.002,5,34.87
14850,29700,47,0.59,0.112,4.419,1.4e-05,0.460,0.002,4,34.87
14860,29720,47,0.59,0.097,4.209,1.4e-05,0.446,0.002,4,34.87
14870,29740,47,0.59,0.129,5.175,1.4e-05,0.447,0.002,4,34.87
14880,29760,47,0.59,0.090,3.953,1.4e-05,0.454,0.002,4,34.87
14890,29780,47,0.59,0.119,5.124,1.4e-05,0.434,0.002,5,34.87
14900,29800,47,0.59,0.133,5.026,1.4e-05,0.440,0.002,5,34.87
14910,29820,47,0.59,0.132,4.729,1.4e-05,0.438,0.002,5,34.87
14920,29840,47,0.59,0.120,5.429,1.4e-05,0.455,0.002,4,34.87
14930,29860,47,0.59,0.100,3.524,1.4e-05,0.434,0.002,5,34.87
14940,29880,47,0.59,0.119,5.127,1.4e-05,0.435,0.002,5,34.87
14950,29900,47,0.59,0.100,4.342,1.4e-05,0.461,0.002,4,34.87
14960,29920,47,0.59,0.135,5.306,1.4e-05,0.438,0.002,5,34.87
14970,29940,47,0.59,0.153,5.949,1.4e-05,0.436,0.002,5,34.87
14980,29960,47,0.59,0.145,6.222,1.4e-05,0.436,0.002,5,34.87
14990,29980,47,0.59,0.069,3.214,1.4e-05,0.452,0.002,4,34.87
15000,30000,47,0.59,0.160,5.822,1.4e-05,0.434,0.002,5,34.87
15010,30020,47,0.59,0.094,4.034,1.4e-05,0.430,0.002,5,34.87
15020,30040,47,0.59,0.099,4.502,1.4e-05,0.434,0.002,5,34.87
15030,30060,48,0.59,0.095,3.778,1.4e-05,0.450,0.002,4,34.87
15040,30080,48,0.59,0.132,5.521,1.4e-05,0.443,0.002,4,34.87
15050,30100,48,0.59,0.124,5.101,1.4e-05,0.440,0.002,5,34.87
15060,30120,48,0.60,0.081,3.167,1.4e-05,0.458,0.002,4,34.87
15070,30140,48,0.60,0.126,4.907,1.4e-05,0.439,0.002,5,34.87
15080,30160,48,0.60,0.077,3.553,1.4e-05,0.440,0.002,5,34.87
15090,30180,48,0.60,0.087,4.455,1.4e-05,0.437,0.002,5,34.87
15100,30200,48,0.60,0.074,3.178,1.4e-05,0.462,0.002,4,34.87
15110,30220,48,0.60,0.109,5.834,1.4e-05,0.470,0.002,4,34.87
15120,30240,48,0.60,0.085,4.334,1.4e-05,0.477,0.002,4,34.87
15130,30260,48,0.60,0.070,4.191,1.4e-05,0.473,0.002,4,34.87
15140,30280,48,0.60,0.089,4.264,1.4e-05,0.466,0.002,4,34.87
15150,30300,48,0.60,0.145,5.936,1.4e-05,0.476,0.002,4,34.87
15160,30320,48,0.60,0.065,3.536,1.4e-05,0.474,0.002,4,34.87
15170,30340,48,0.60,0.086,3.930,1.4e-05,0.485,0.002,4,34.87
15180,30360,48,0.60,0.078,4.030,1.4e-05,0.467,0.002,4,34.87
15190,30380,48,0.60,0.095,3.495,1.4e-05,0.473,0.002,4,34.87
15200,30400,48,0.60,0.145,5.699,1.4e-05,0.497,0.002,4,34.87
15210,30420,48,0.60,0.113,4.575,1.4e-05,0.469,0.002,4,34.87
15220,30440,48,0.60,0.103,4.477,1.3e-05,0.468,0.002,4,34.87
15230,30460,48,0.60,0.135,7.032,1.3e-05,0.466,0.002,4,34.87
15240,30480,48,0.60,0.067,3.048,1.3e-05,0.489,0.002,4,34.87
15250,30500,48,0.60,0.083,3.427,1.3e-05,0.447,0.002,4,34.87
15260,30520,48,0.60,0.123,5.180,1.3e-05,0.442,0.002,5,34.87
15270,30540,48,0.60,0.075,3.235,1.3e-05,0.456,0.002,4,34.87
15280,30560,48,0.60,0.197,5.487,1.3e-05,0.442,0.002,5,34.87
15290,30580,48,0.60,0.103,3.632,1.3e-05,0.442,0.002,5,34.87
15300,30600,48,0.60,0.082,3.795,1.3e-05,0.443,0.002,4,34.87
15310,30620,48,0.61,0.119,4.327,1.3e-05,0.456,0.002,4,34.87
15320,30640,48,0.61,0.183,5.980,1.3e-05,0.446,0.002,4,34.87
15330,30660,48,0.61,0.095,4.176,1.3e-05,0.437,0.002,5,34.87
15340,30680,49,0.61,0.152,7.117,1.3e-05,0.452,0.002,4,34.87
15350,30700,49,0.61,0.127,5.105,1.3e-05,0.441,0.002,5,34.87
15360,30720,49,0.61,0.127,4.946,1.3e-05,0.442,0.002,5,34.87
15370,30740,49,0.61,0.131,5.346,1.3e-05,0.440,0.002,5,34.87
15380,30760,49,0.61,0.222,7.821,1.3e-05,0.456,0.002,4,34.87
15390,30780,49,0.61,0.112,4.447,1.3e-05,0.434,0.002,5,34.87
15400,30800,49,0.61,0.050,2.826,1.3e-05,1.503,0.002,1,34.87
15410,30820,49,0.61,0.129,4.285,1.3e-05,0.441,0.002,5,34.87
15420,30840,49,0.61,0.108,4.275,1.3e-05,0.460,0.002,4,34.87
15430,30860,49,0.61,0.089,4.354,1.3e-05,0.444,0.002,4,34.87
15440,30880,49,0.61,0.113,6.416,1.3e-05,0.442,0.002,4,34.87
15450,30900,49,0.61,0.105,3.985,1.3e-05,0.461,0.002,4,34.87
15460,30920,49,0.61,0.095,4.279,1.3e-05,0.437,0.002,5,34.87
15470,30940,49,0.61,0.098,3.985,1.3e-05,0.441,0.002,5,34.87
15480,30960,49,0.61,0.134,5.098,1.3e-05,0.441,0.002,5,34.87
15490,30980,49,0.61,0.085,3.241,1.3e-05,0.456,0.002,4,34.87
15500,31000,49,0.61,0.237,7.841,1.3e-05,0.435,0.002,5,34.87
15510,31020,49,0.61,0.088,3.601,1.3e-05,0.438,0.002,5,34.87
15520,31040,49,0.61,0.100,4.741,1.3e-05,0.461,0.002,4,34.87
15530,31060,49,0.61,0.083,3.642,1.3e-05,0.443,0.002,4,34.87
15540,31080,49,0.61,0.107,4.252,1.3e-05,0.443,0.002,4,34.87
15550,31100,49,0.61,0.098,4.427,1.3e-05,0.439,0.002,5,34.87
15560,31120,49,0.62,0.075,3.481,1.3e-05,0.460,0.002,4,34.87
15570,31140,49,0.62,0.130,4.662,1.3e-05,0.440,0.002,5,34.87
15580,31160,49,0.62,0.147,5.721,1.3e-05,0.434,0.002,5,34.87
15590,31180,49,0.62,0.070,3.413,1.3e-05,0.461,0.002,4,34.87
15600,31200,49,0.62,0.074,3.229,1.3e-05,0.440,0.002,5,34.87
15610,31220,49,0.62,0.102,4.635,1.3e-05,0.441,0.002,5,34.87
15620,31240,49,0.62,0.089,3.400,1.3e-05,0.435,0.002,5,34.87
15630,31260,49,0.62,0.111,4.310,1.3e-05,0.459,0.002,4,34.87
15640,31280,49,0.62,0.103,4.498,1.3e-05,0.442,0.002,5,34.87
15650,31300,49,0.62,0.157,6.564,1.3e-05,0.438,0.002,5,34.87
15660,31320,50,0.62,0.082,3.820,1.3e-05,0.458,0.002,4,34.87
15670,31340,50,0.62,0.122,5.496,1.3e-05,0.441,0.002,5,34.87
15680,31360,50,0.62,0.097,3.855,1.3e-05,0.447,0.002,4,34.87
15690,31380,50,0.62,0.095,4.043,1.3e-05,0.449,0.002,4,34.87
15700,31400,50,0.62,0.154,5.325,1.3e-05,0.454,0.002,4,34.87
15710,31420,50,0.62,0.093,4.314,1.3e-05,0.439,0.002,5,34.87
15720,31440,50,0.62,0.130,5.018,1.3e-05,0.444,0.002,4,34.87
15730,31460,50,0.62,0.095,3.998,1.3e-05,0.454,0.002,4,34.87
15740,31480,50,0.62,0.080,4.048,1.3e-05,0.435,0.002,5,34.87
15750,31500,50,0.62,0.067,3.848,1.3e-05,0.439,0.002,5,34.87
15760,31520,50,0.62,0.070,3.517,1.3e-05,0.442,0.002,5,34.87
15770,31540,50,0.62,0.076,3.843,1.3e-05,0.449,0.002,4,34.87
15780,31560,50,0.62,0.083,3.333,1.3e-05,0.435,0.002,5,34.87
15790,31580,50,0.62,0.097,3.736,1.3e-05,0.442,0.002,5,34.87
15800,31600,50,0.62,0.146,6.680,1.3e-05,0.440,0.002,5,34.87
15810,31620,50,0.62,0.087,4.577,1.3e-05,0.453,0.002,4,34.87
15820,31640,50,0.63,0.098,3.979,1.3e-05,0.438,0.002,5,34.87
15830,31660,50,0.63,0.227,7.261,1.3e-05,0.443,0.002,4,34.87
15840,31680,50,0.63,0.120,4.749,1.3e-05,0.459,0.002,4,34.87
15850,31700,50,0.63,0.109,4.033,1.3e-05,0.436,0.002,5,34.87
15860,31720,50,0.63,0.151,7.585,1.3e-05,0.435,0.002,5,34.87
15870,31740,50,0.63,0.106,5.119,1.3e-05,0.435,0.002,5,34.87
15880,31760,50,0.63,0.100,4.447,1.3e-05,0.451,0.002,4,34.87
15890,31780,50,0.63,0.105,4.282,1.3e-05,0.432,0.002,5,34.87
15900,31800,50,0.63,0.128,5.196,1.3e-05,0.434,0.002,5,34.87
15910,31820,50,0.63,0.114,4.900,1.3e-05,0.458,0.002,4,34.87
15920,31840,50,0.63,0.157,5.460,1.3e-05,0.437,0.002,5,34.87
15930,31860,50,0.63,0.082,4.081,1.3e-05,0.443,0.002,4,34.87
15940,31880,50,0.63,0.050,3.199,1.3e-05,0.439,0.002,5,34.87
15950,31900,50,0.63,0.146,4.695,1.3e-05,0.464,0.002,4,34.87
15960,31920,50,0.63,0.114,4.380,1.3e-05,0.441,0.002,5,34.87
15970,31940,51,0.63,0.151,5.944,1.3e-05,0.439,0.002,5,34.87
15980,31960,51,0.63,0.109,4.596,1.3e-05,0.462,0.002,4,34.87
15990,31980,51,0.63,0.110,4.613,1.3e-05,0.442,0.002,5,34.87
16000,32000,51,0.63,0.083,4.238,1.3e-05,0.442,0.002,5,34.87
16010,32020,51,0.63,0.133,4.627,1.3e-05,0.433,0.002,5,34.87
16020,32040,51,0.63,0.095,3.917,1.3e-05,0.456,0.002,4,34.87
16030,32060,51,0.63,0.166,6.178,1.3e-05,0.442,0.002,4,34.87
16040,32080,51,0.63,0.089,4.145,1.3e-05,0.443,0.002,4,34.87
16050,32100,51,0.63,0.096,4.828,1.3e-05,0.458,0.002,4,34.87
16060,32120,51,0.63,0.130,4.638,1.3e-05,0.438,0.002,5,34.87
16070,32140,51,0.64,0.126,3.889,1.2e-05,0.436,0.002,5,34.87
16080,32160,51,0.64,0.100,3.842,1.2e-05,0.442,0.002,5,34.87
16090,32180,51,0.64,0.097,4.891,1.2e-05,0.454,0.002,4,34.87
16100,32200,51,0.64,0.078,3.792,1.2e-05,0.440,0.002,5,34.87
16110,32220,51,0.64,0.133,4.582,1.2e-05,0.445,0.002,4,34.87
16120,32240,51,0.64,0.109,5.187,1.2e-05,0.456,0.002,4,34.87
16130,32260,51,0.64,0.151,6.305,1.2e-05,0.442,0.002,5,34.87
16140,32280,51,0.64,0.094,3.986,1.2e-05,0.445,0.002,4,34.87
16150,32300,51,0.64,0.083,3.683,1.2e-05,0.438,0.002,5,34.87
16160,32320,51,0.64,0.134,4.839,1.2e-05,0.457,0.002,4,34.87
16170,32340,51,0.64,0.122,4.762,1.2e-05,0.437,0.002,5,34.87
16180,32360,51,0.64,0.121,5.139,1.2e-05,0.443,0.002,4,34.87
16190,32380,51,0.64,0.078,3.618,1.2e-05,0.442,0.002,4,34.87
16200,32400,51,0.64,0.130,5.185,1.2e-05,0.464,0.002,4,34.87
16210,32420,51,0.64,0.120,4.548,1.2e-05,0.439,0.002,5,34.87
16220,32440,51,0.64,0.090,4.193,1.2e-05,0.442,0.002,5,34.87
16230,32460,51,0.64,0.118,4.335,1.2e-05,0.466,0.002,4,34.87
16240,32480,51,0.64,0.079,3.695,1.2e-05,0.441,0.002,5,34.87
16250,32500,51,0.64,0.133,5.167,1.2e-05,0.447,0.002,4,34.87
16260,32520,51,0.64,0.075,3.228,1.2e-05,0.444,0.002,4,34.87
16270,32540,51,0.64,0.247,6.330,1.2e-05,0.463,0.002,4,34.87
16280,32560,51,0.64,0.055,3.336,1.2e-05,0.438,0.002,5,34.87
16290,32580,52,0.64,0.185,7.988,1.2e-05,0.441,0.002,5,34.87
16300,32600,52,0.64,0.075,3.660,1.2e-05,0.462,0.002,4,34.87
16310,32620,52,0.64,0.120,4.017,1.2e-05,0.436,0.002,5,34.87
16320,32640,52,0.65,0.116,4.501,1.2e-05,0.435,0.002,5,34.87
16330,32660,52,0.65,0.134,5.541,1.2e-05,0.450,0.002,4,34.87
16340,32680,52,0.65,0.123,4.782,1.2e-05,0.435,0.002,5,34.87
16350,32700,52,0.65,0.100,4.299,1.2e-05,0.435,0.002,5,34.87
16360,32720,52,0.65,0.097,4.364,1.2e-05,0.438,0.002,5,34.87
16370,32740,52,0.65,0.076,3.835,1.2e-05,0.454,0.002,4,34.87
16380,32760,52,0.65,0.115,5.493,1.2e-05,0.438,0.002,5,34.87
16390,32780,52,0.65,0.102,3.933,1.2e-05,0.439,0.002,5,34.87
16400,32800,52,0.65,0.069,3.557,1.2e-05,0.453,0.002,4,34.87
16410,32820,52,0.65,0.131,5.309,1.2e-05,0.434,0.002,5,34.87
16420,32840,52,0.65,0.073,3.128,1.2e-05,0.436,0.002,5,34.87
16430,32860,52,0.65,0.106,4.823,1.2e-05,0.443,0.002,4,34.87
16440,32880,52,0.65,0.155,5.117,1.2e-05,0.464,0.002,4,34.87
16450,32900,52,0.65,0.084,3.445,1.2e-05,0.439,0.002,5,34.87
16460,32920,52,0.65,0.084,3.598,1.2e-05,0.441,0.002,5,34.87
16470,32940,52,0.65,0.084,3.906,1.2e-05,0.441,0.002,5,34.87
16480,32960,52,0.65,0.079,3.607,1.2e-05,0.465,0.003,4,34.87
16490,32980,52,0.65,0.116,5.171,1.2e-05,0.437,0.002,5,34.87
16500,33000,52,0.65,0.099,4.052,1.2e-05,0.442,0.002,5,34.87
16510,33020,52,0.65,0.088,3.861,1.2e-05,0.461,0.002,4,34.87
16520,33040,52,0.65,0.100,3.669,1.2e-05,0.442,0.002,5,34.87
16530,33060,52,0.65,0.130,4.396,1.2e-05,0.440,0.002,5,34.87
16540,33080,52,0.65,0.079,3.225,1.2e-05,0.435,0.002,5,34.87
16550,33100,52,0.65,0.043,2.519,1.2e-05,0.459,0.002,4,34.87
16560,33120,52,0.65,0.128,5.504,1.2e-05,0.441,0.002,5,34.87
16570,33140,52,0.65,0.079,3.648,1.2e-05,0.437,0.002,5,34.87
16580,33160,52,0.66,0.145,4.869,1.2e-05,0.462,0.002,4,34.87
16590,33180,52,0.66,0.130,4.033,1.2e-05,0.442,0.002,5,34.87
16600,33200,52,0.66,0.114,4.578,1.2e-05,0.442,0.002,5,34.87
16610,33220,53,0.66,0.068,3.481,1.2e-05,0.447,0.002,4,34.87
16620,33240,53,0.66,0.152,5.879,1.2e-05,0.460,0.002,4,34.87
16630,33260,53,0.66,0.096,3.580,1.2e-05,0.439,0.002,5,34.87
16640,33280,53,0.66,0.114,4.327,1.2e-05,0.436,0.002,5,34.87
16650,33300,53,0.66,0.066,3.237,1.2e-05,0.454,0.002,4,34.87
16660,33320,53,0.66,0.093,4.101,1.2e-05,0.432,0.002,5,34.87
16670,33340,53,0.66,0.079,3.808,1.2e-05,0.439,0.002,5,34.87
16680,33360,53,0.66,0.114,4.720,1.2e-05,0.437,0.002,5,34.87
16690,33380,53,0.66,0.130,4.882,1.2e-05,0.454,0.002,4,34.87
16700,33400,53,0.66,0.114,4.864,1.2e-05,0.440,0.002,5,34.87
16710,33420,53,0.66,0.113,4.478,1.2e-05,0.439,0.002,5,34.87
16720,33440,53,0.66,0.114,4.482,1.2e-05,0.457,0.002,4,34.87
16730,33460,53,0.66,0.168,5.233,1.2e-05,0.441,0.002,5,34.87
16740,33480,53,0.66,0.101,4.236,1.2e-05,0.434,0.002,5,34.87
16750,33500,53,0.66,0.085,4.081,1.2e-05,0.436,0.002,5,34.87
16760,33520,53,0.66,0.110,4.807,1.2e-05,0.451,0.002,4,34.87
16770,33540,53,0.66,0.135,5.169,1.2e-05,0.436,0.002,5,34.87
16780,33560,53,0.66,0.111,4.973,1.2e-05,0.440,0.002,5,34.87
16790,33580,53,0.66,0.065,3.806,1.2e-05,0.445,0.002,4,34.87
16800,33600,53,0.66,0.136,5.962,1.2e-05,0.461,0.002,4,34.87
16810,33620,53,0.66,0.069,3.402,1.2e-05,0.440,0.002,5,34.87
16820,33640,53,0.66,0.111,4.240,1.2e-05,0.440,0.002,5,34.87
16830,33660,53,0.67,0.108,4.316,1.2e-05,0.462,0.002,4,34.87
16840,33680,53,0.67,0.112,4.571,1.2e-05,0.439,0.002,5,34.87
16850,33700,53,0.67,0.087,4.321,1.2e-05,0.440,0.002,5,34.87
16860,33720,53,0.67,0.130,4.859,1.2e-05,0.438,0.002,5,34.87
16870,33740,53,0.67,0.094,4.115,1.2e-05,0.463,0.002,4,34.87
16880,33760,53,0.67,0.128,5.511,1.2e-05,0.438,0.002,5,34.87
16890,33780,53,0.67,0.198,7.362,1.2e-05,0.436,0.002,5,34.87
16900,33800,53,0.67,0.162,6.022,1.2e-05,0.455,0.002,4,34.87
16910,33820,53,0.67,0.080,3.996,1.2e-05,0.440,0.002,5,34.87
16920,33840,54,0.67,0.123,4.553,1.2e-05,0.443,0.002,4,34.87
16930,33860,54,0.67,0.088,4.229,1.1e-05,0.440,0.002,5,34.87
16940,33880,54,0.67,0.110,4.478,1.1e-05,0.461,0.002,4,34.87
16950,33900,54,0.67,0.094,4.215,1.1e-05,0.442,0.002,5,34.87
16960,33920,54,0.67,0.188,7.750,1.1e-05,0.440,0.002,5,34.87
16970,33940,54,0.67,0.081,3.546,1.1e-05,0.462,0.002,4,34.87
16980,33960,54,0.67,0.081,3.592,1.1e-05,0.441,0.002,5,34.87
16990,33980,54,0.67,0.089,3.984,1.1e-05,0.438,0.002,5,34.87
17000,34000,54,0.67,0.121,4.733,1.1e-05,0.439,0.002,5,34.87
17010,34020,54,0.67,0.092,3.959,1.1e-05,1.073,0.002,2,34.87
17020,34040,54,0.67,0.061,3.536,1.1e-05,0.437,0.002,5,34.87
17030,34060,54,0.67,0.118,4.901,1.1e-05,0.443,0.002,4,34.87
17040,34080,54,0.67,0.085,4.738,1.1e-05,0.468,0.002,4,34.87
17050,34100,54,0.67,0.133,5.350,1.1e-05,0.454,0.002,4,34.87
17060,34120,54,0.67,0.095,4.935,1.1e-05,0.450,0.002,4,34.87
17070,34140,54,0.67,0.097,4.579,1.1e-05,0.445,0.002,4,34.87
17080,34160,54,0.68,0.077,3.985,1.1e-05,0.461,0.002,4,34.87
17090,34180,54,0.68,0.094,4.322,1.1e-05,0.447,0.002,4,34.87
17100,34200,54,0.68,0.133,4.829,1.1e-05,0.445,0.002,4,34.87
17110,34220,54,0.68,0.094,4.583,1.1e-05,0.458,0.002,4,34.87
17120,34240,54,0.68,0.071,3.373,1.1e-05,0.445,0.002,4,34.87
17130,34260,54,0.68,0.076,4.558,1.1e-05,0.443,0.002,4,34.87
17140,34280,54,0.68,0.075,3.587,1.1e-05,0.446,0.002,4,34.87
17150,34300,54,0.68,0.094,3.987,1.1e-05,0.464,0.002,4,34.87
17160,34320,54,0.68,0.123,4.541,1.1e-05,0.450,0.002,4,34.87
17170,34340,54,0.68,0.108,4.661,1.1e-05,0.475,0.002,4,34.87
17180,34360,54,0.68,0.103,4.185,1.1e-05,0.467,0.002,4,34.87
17190,34380,54,0.68,0.128,4.705,1.1e-05,0.496,0.002,4,34.87
17200,34400,54,0.68,0.097,4.531,1.1e-05,0.480,0.002,4,34.87
17210,34420,54,0.68,0.095,3.897,1.1e-05,0.466,0.002,4,34.87
17220,34440,54,0.68,0.114,4.696,1.1e-05,0.489,0.002,4,34.87
17230,34460,54,0.68,0.101,4.674,1.1e-05,0.470,0.002,4,34.87
17240,34480,55,0.68,0.084,3.893,1.1e-05,0.476,0.002,4,34.87
17250,34500,55,0.68,0.066,3.612,1.1e-05,0.470,0.002,4,34.87
17260,34520,55,0.68,0.063,3.101,1.1e-05,0.466,0.002,4,34.87
17270,34540,55,0.68,0.091,4.149,1.1e-05,0.440,0.002,5,34.87
